,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw,blendShapes.TongueTipUp,blendShapes.TongueTipDown,blendShapes.TongueTipLeft,blendShapes.TongueTipRight,blendShapes.TongueRollUp,blendShapes.TongueRollDown,blendShapes.TongueRollLeft,blendShapes.TongueRollRight,blendShapes.TongueUp,blendShapes.TongueDown,blendShapes.TongueLeft,blendShapes.TongueRight,blendShapes.TongueIn,blendShapes.TongueStretch,blendShapes.TongueWide,blendShapes.TongueNarrow
0,0.0,0.003915571141988039,0.0,0.0,0.0,0.0,0.0,0.0,0.0037723793648183346,0.0,0.0,0.0,0.0,0.0,5.1974013331346214e-05,0.0,0.00046372460201382637,0.0012657212791964412,0.00758991576731205,0.0011651781387627125,0.0,0.003640668001025915,0.0,2.7182243229617598e-06,0.0,4.113713657716289e-06,0.0,8.429553417954594e-05,0.0,0.0,0.0003935333515983075,0.0003558236639946699,0.0034374345559626818,0.0,0.003052306128665805,0.006479352246969938,0.0,7.479901341866935e-06,7.470943091902882e-05,0.0,0.0,5.054279972682707e-05,0.00012441418948583305,0.0,0.0021981589961797,0.007398225832730532,0.007487574126571417,0.0002881612745113671,0.0,6.848025077488273e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028593132738023996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21005596220493317,0.0,0.0010906257666647434,0.0,0.010149262845516205,0.0,0.009632904082536697
1,0.03333333333333333,0.002880228916183114,0.0,0.0,0.0,0.0,0.0056033143773674965,7.136762724258006e-05,0.0026127700693905354,0.0,0.0,0.0,0.0,0.005723298527300358,0.00017455585475545377,0.0,0.0,0.0008003964903764427,0.01080801896750927,0.0,0.0,0.0,0.00026131802587769926,0.0,0.01294557936489582,0.011120378971099854,0.0,0.0003729530144482851,0.0002524876326788217,0.0,0.00011379158968338743,5.514785516425036e-05,0.0011721024056896567,0.0,0.008687255904078484,0.011995633132755756,7.536343764513731e-05,0.0,0.0,0.0003081703034695238,0.005418695043772459,0.0055779400281608105,0.006784806493669748,0.006161173339933157,0.017238670960068703,0.0016848794184625149,0.0019484544172883034,0.0,0.00013934672460891306,0.0,0.006325067020952702,0.006295033730566502,0.0,0.0,0.0,0.0,0.0,0.0009349815081804991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2099621444940567,0.0,0.0013622762635350227,0.0,0.012571093626320362,0.0,0.004368952475488186
2,0.06666666666666667,0.002606544177979231,0.0,0.0,0.0,0.0,0.00526061374694109,0.0003516162687446922,0.0023166979663074017,0.0,0.0,0.0,0.0,0.005493818782269955,0.000466014607809484,0.0,0.0,0.0005555108073167503,0.012871505692601204,0.0,0.0,0.0,0.00027452781796455383,0.0,0.013185461051762104,0.011023587547242641,0.0,0.00040891492972150445,0.0002746391692198813,0.0,5.151048026164062e-05,0.0,0.0005798717029392719,0.0,0.006295193452388048,0.012671037577092648,0.0001253068767255172,0.0,0.0,0.00040931018884293735,0.006877511739730835,0.007093227002769709,0.00742952898144722,0.006764672696590424,0.017741521820425987,0.0017903458792716265,0.002075167139992118,0.0,0.00015020569844637066,0.0,0.006224457174539566,0.006198205519467592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2085561454296112,0.0,0.0014439240330830216,0.0,0.01314434502273798,0.0,0.0009177193860523403
3,0.1,0.006185636855661869,0.0,0.0,0.0,0.0,0.0,0.0,0.005959709640592337,0.0,0.0,0.0,0.0,0.0,9.811939526116475e-05,0.00028864515479654074,0.0028908438980579376,0.003503367304801941,0.02232183888554573,0.0,0.0,0.008325736038386822,0.0,0.0,0.0007870264234952629,0.0,0.0,0.00026925644488073885,0.0001479341008234769,0.0,0.0010102997766807675,0.0009702510433271527,0.003313944209367037,0.0,0.0,0.011373404413461685,0.0,0.0,0.0,0.00031425926135852933,0.0,0.00032134581124410033,0.0003377108369022608,0.0,0.0034391419030725956,0.01230156421661377,0.012526363134384155,0.0,0.0,0.00016615926870144904,0.0,2.5264489167398096e-08,0.0,0.0,0.0,0.0,0.0,0.0011286833323538303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2130305916070938,0.0,0.0015622100327163935,0.0,0.014351311139762402,0.0,0.006202320568263531
4,0.13333333333333333,0.005407353397458792,0.0,0.0,0.0,0.0,0.0026131896302103996,0.0,0.005040348973125219,0.0,0.0,0.0,0.0,0.0047507500275969505,0.00015032313240226358,0.0,0.004752377979457378,0.004464352503418922,0.027041006833314896,0.0,0.005311921238899231,0.00022041588090360165,4.035605161334388e-05,0.0,0.012614518404006958,0.010311692021787167,0.0,0.0005130827776156366,0.000326216482790187,0.0,0.0004088639689143747,0.0003725303104147315,0.0013624948915094137,0.0,0.0,0.018430441617965698,0.00017294823192059994,0.0,0.006371452938765287,0.0069665201008319855,0.004471044056117535,0.004758790135383606,0.0068525467067956924,0.005907775368541479,0.018323244526982307,0.002820035442709923,0.003240529214963317,0.0,5.9595924540190026e-05,0.0,0.00447028549388051,0.00447663152590394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21403805911540985,0.0,0.001935207168571651,0.0,0.01763894408941269,0.006696925964206457,0.007661137729883194
5,0.16666666666666666,0.004704006016254425,0.0,0.0,0.0,0.0,0.0016167873982340097,0.0,0.004269021563231945,0.0,0.0,0.0,0.0,0.0038602047134190798,0.00017324673535767943,0.0017014829209074378,0.006439372897148132,0.006266555283218622,0.038606300950050354,0.0,0.0029938945081084967,0.004484682343900204,9.215480531565845e-05,0.0,0.013273173943161964,0.010722941718995571,0.0,0.000602106039877981,0.0003414801030885428,0.0,0.0009216293110512197,0.0008743708021938801,0.0034189673606306314,0.0,0.0,0.020414253696799278,8.368717681150883e-05,0.0,0.00896290224045515,0.00959883164614439,0.003360101720318198,0.003681713016703725,0.0072800591588020325,0.006179472431540489,0.021005529910326004,0.0026826588436961174,0.003184952773153782,0.0,1.4002716852701269e-05,0.0,0.0031106139067560434,0.0031710017938166857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2145443558692932,0.0,0.0021737548522651196,0.0011156108230352402,0.02019674703478813,0.030483126640319824,0.03209814801812172
6,0.2,0.0030399777460843325,0.0,0.0,0.0,0.0,0.001296941190958023,0.0,0.0025733313523232937,0.0,0.0,0.0,0.0,0.003852114314213395,0.0001806032523745671,0.005201532505452633,0.007128828205168247,0.0072087678126990795,0.04873291030526161,0.0,0.007995608262717724,0.0017092161579057574,6.862929876660928e-05,0.0,0.012838156893849373,0.010392840020358562,0.0,0.0006249686703085899,0.00033729360438883305,0.0,0.0012977030128240585,0.0012491184752434492,0.0034910303074866533,0.0,0.0,0.022825762629508972,4.553328108158894e-05,0.0,0.010280418209731579,0.010926296003162861,0.0012982124462723732,0.001650694408454001,0.007875722832977772,0.0065979729406535625,0.022184250876307487,0.002438612747937441,0.003022839082404971,0.0,0.0,5.296924882713938e-06,0.002606794936582446,0.0027037181425839663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21664966642856598,0.0,0.0021762088872492313,0.0,0.019840003922581673,0.024028640240430832,0.025794707238674164
7,0.23333333333333334,0.0024903949815779924,0.0,0.0,0.0,0.0,0.007634755223989487,0.0006276849308051169,0.0022328090853989124,0.0,0.0,0.0,0.0,0.008505278266966343,0.000759547227062285,0.008994361385703087,0.007961382158100605,0.007431271951645613,0.03313799202442169,0.0,0.04706199839711189,0.0020957263186573982,0.0,0.0,0.004075347911566496,0.0032695208210498095,0.0,0.00031737834797240794,0.010968496091663837,0.010753164999186993,0.0022538115736097097,0.0021796580404043198,0.0030869042966514826,0.0,0.0,0.027085384353995323,0.00030008924659341574,0.0,3.5367102100281045e-05,0.0,0.0012056465493515134,0.0013096656184643507,0.01020101085305214,0.009187181480228901,0.02233870141208172,0.0021716835908591747,0.0026039392687380314,0.0,0.00011957412061747164,0.0,0.002403250429779291,0.0022737050894647837,0.0,0.0,0.0,0.0,0.0,0.003557609859853983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22457103431224823,0.0,0.001456191181205213,0.0,0.014607218094170094,0.0,0.015128613449633121
8,0.26666666666666666,0.0017461582319810987,0.0,0.0,0.0,0.0,0.011439517140388489,0.0011099172988906503,0.0015760280657559633,0.0,0.0,0.0,0.0,0.011257844045758247,0.0012237579794600606,0.010453827679157257,0.009369304403662682,0.008272509090602398,0.02801627293229103,0.0,0.07154275476932526,0.006835670676082373,0.0,4.2131348891416565e-05,0.0012724321568384767,0.0,0.0,0.00024382586707361042,0.014211807399988174,0.013962985947728157,0.002349755261093378,0.0023314354475587606,0.002350243739783764,0.0,0.012859901413321495,0.03355901315808296,0.001165561261586845,0.0,9.502342436462641e-05,0.0,0.006177377887070179,0.005907318089157343,0.012611409649252892,0.011660316027700901,0.022648829966783524,0.0017011392628774047,0.0020813285373151302,0.0004511206934694201,0.00030046727624721825,0.0,0.00022767607879359275,0.0,0.0,0.0,0.0,0.0,0.0,0.02564774826169014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28487685322761536,0.0,0.0009154936415143311,0.0,0.015060142613947392,0.0,0.08795427531003952
9,0.3,0.0,0.0,0.0,0.0,0.0,0.013671022839844227,0.002554901409894228,0.0002100473502650857,0.0,0.0,0.0,0.0,0.014029189944267273,0.0025719364639371634,0.024042559787631035,0.014661229215562344,0.010510800406336784,0.03068125993013382,0.0,0.15259753167629242,0.01004695426672697,0.0,0.0006776684313081205,0.0017906423890963197,0.0,0.0,0.0,0.01640201173722744,0.0160228181630373,0.003370370017364621,0.003428123192861676,0.0020042320247739553,0.0,0.009140916168689728,0.056556250900030136,0.01939866505563259,0.016539638862013817,0.0002726064412854612,0.0,0.019001662731170654,0.0183621346950531,0.011716760694980621,0.011003094725310802,0.02916753850877285,0.0,0.00022181046369951218,0.0037957769818603992,0.000682839541696012,0.0,0.00035578792449086905,0.0,0.0,0.0,0.0,0.0,0.0,0.024449437856674194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28681260347366333,0.0002492537023499608,0.0,0.004941645544022322,0.0,0.0,0.08316082507371902
